10-06-2025 13:19:26 RAM 14476/62841MB (lfb 897x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1651,3%@1651,1%@1651,0%@729,0%@729,3%@729,0%@729,off,off,off,off] EMC_FREQ 11%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@38.218C soc2@34.906C soc0@35.5C gpu@34.343C tj@38.218C soc1@34.968C VDD_GPU_SOC 2399mW/2399mW VDD_CPU_CV 399mW/399mW VIN_SYS_5V0 2612mW/2612mW
10-06-2025 13:19:37 RAM 14497/62841MB (lfb 897x4MB) SWAP 0/31420MB (cached 0MB) CPU [3%@1728,7%@729,8%@729,8%@729,7%@729,40%@729,13%@729,22%@729,off,off,off,off] EMC_FREQ 17%@665 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@38.062C soc2@34.906C soc0@35.468C gpu@34.593C tj@38.125C soc1@34.968C VDD_GPU_SOC 3598mW/2399mW VDD_CPU_CV 399mW/399mW VIN_SYS_5V0 3723mW/2697mW
10-06-2025 13:19:38 RAM 14496/62841MB (lfb 897x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,1%@729,6%@729,1%@729,0%@729,off,off,off,off] EMC_FREQ 9%@665 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@38.156C soc2@35C soc0@35.531C gpu@34.062C tj@38.156C soc1@34.937C VDD_GPU_SOC 2399mW/2399mW VDD_CPU_CV 399mW/399mW VIN_SYS_5V0 2813mW/2706mW
10-06-2025 13:19:39 RAM 14496/62841MB (lfb 897x4MB) SWAP 0/31420MB (cached 0MB) CPU [3%@729,1%@729,0%@729,0%@729,2%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 13%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@37.937C soc2@34.937C soc0@35.375C gpu@34.062C tj@37.937C soc1@34.937C VDD_GPU_SOC 1999mW/2370mW VDD_CPU_CV 399mW/399mW VIN_SYS_5V0 2411mW/2685mW
10-06-2025 13:19:40 RAM 14496/62841MB (lfb 897x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,1%@729,0%@729,2%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 6%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@37.875C soc2@34.937C soc0@35.375C gpu@34.062C tj@37.875C soc1@35C VDD_GPU_SOC 1999mW/2345mW VDD_CPU_CV 399mW/399mW VIN_SYS_5V0 2411mW/2666mW
10-06-2025 13:19:41 RAM 14496/62841MB (lfb 897x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,2%@729,0%@729,1%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 2%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@38.218C soc2@34.906C soc0@35.531C gpu@34.062C tj@38.218C soc1@34.843C VDD_GPU_SOC 1999mW/2324mW VDD_CPU_CV 399mW/399mW VIN_SYS_5V0 2411mW/2650mW
10-06-2025 13:19:42 RAM 14497/62841MB (lfb 897x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,3%@729,0%@729,3%@729,17%@729,3%@729,3%@729,1%@729,off,off,off,off] EMC_FREQ 1%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@37.812C soc2@34.75C soc0@35.406C gpu@34.062C tj@37.937C soc1@35.062C VDD_GPU_SOC 1999mW/2305mW VDD_CPU_CV 399mW/399mW VIN_SYS_5V0 2512mW/2642mW
10-06-2025 13:19:43 RAM 14496/62841MB (lfb 897x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,1%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@38.093C soc2@34.875C soc0@35.468C gpu@34.062C tj@38.093C soc1@34.875C VDD_GPU_SOC 1999mW/2288mW VDD_CPU_CV 399mW/399mW VIN_SYS_5V0 2411mW/2629mW
10-06-2025 13:19:44 RAM 14496/62841MB (lfb 897x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,1%@729,1%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@37.968C soc2@34.75C soc0@35.468C gpu@34.062C tj@37.968C soc1@34.843C VDD_GPU_SOC 1999mW/2273mW VDD_CPU_CV 399mW/399mW VIN_SYS_5V0 2411mW/2618mW
10-06-2025 13:19:45 RAM 14497/62841MB (lfb 897x4MB) SWAP 0/31420MB (cached 0MB) CPU [3%@729,0%@729,1%@729,1%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@37.781C soc2@34.843C soc0@35.375C gpu@34.062C tj@37.781C soc1@35C VDD_GPU_SOC 1999mW/2259mW VDD_CPU_CV 399mW/399mW VIN_SYS_5V0 2411mW/2608mW
10-06-2025 13:19:46 RAM 14496/62841MB (lfb 897x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,1%@729,0%@729,2%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@37.812C soc2@34.843C soc0@35.562C gpu@34.062C tj@37.812C soc1@34.875C VDD_GPU_SOC 1999mW/2246mW VDD_CPU_CV 399mW/399mW VIN_SYS_5V0 2411mW/2598mW
10-06-2025 13:19:47 RAM 14497/62841MB (lfb 897x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,6%@729,1%@729,3%@729,10%@729,0%@729,0%@729,7%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@37.968C soc2@34.781C soc0@35.468C gpu@34.062C tj@37.968C soc1@34.781C VDD_GPU_SOC 1999mW/2235mW VDD_CPU_CV 399mW/399mW VIN_SYS_5V0 2612mW/2599mW
