09-29-2025 14:38:27 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@806,0%@806,0%@806,0%@806,0%@1574,0%@1574,0%@1574,0%@1574,off,off,off,off] EMC_FREQ 2%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.625C soc2@40.406C soc0@40.968C gpu@39.968C tj@43.625C soc1@40.468C VDD_GPU_SOC 2798mW/2798mW VDD_CPU_CV 1199mW/1199mW VIN_SYS_5V0 3421mW/3421mW
09-29-2025 14:38:27 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 1%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.406C soc2@40.375C soc0@40.968C gpu@39.687C tj@43.406C soc1@40.468C VDD_GPU_SOC 2399mW/2665mW VDD_CPU_CV 399mW/832mW VIN_SYS_5V0 3321mW/3371mW
09-29-2025 14:38:27 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 15%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.531C soc2@40.437C soc0@40.937C gpu@40.062C tj@43.531C soc1@40.312C VDD_GPU_SOC 2399mW/2645mW VDD_CPU_CV 399mW/799mW VIN_SYS_5V0 3321mW/3367mW
09-29-2025 14:38:27 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 1%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.437C soc2@40.437C soc0@41C gpu@39.968C tj@43.437C soc1@40.312C VDD_GPU_SOC 2399mW/2627mW VDD_CPU_CV 399mW/770mW VIN_SYS_5V0 3321mW/3364mW
09-29-2025 14:38:28 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 14%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.718C soc2@40.468C soc0@41.031C gpu@39.75C tj@43.437C soc1@40.312C VDD_GPU_SOC 2399mW/2612mW VDD_CPU_CV 399mW/746mW VIN_SYS_5V0 3315mW/3361mW
09-29-2025 14:38:28 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,14%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 13%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.343C soc2@40.468C soc0@40.875C gpu@39.718C tj@43.343C soc1@40.312C VDD_GPU_SOC 2399mW/2599mW VDD_CPU_CV 399mW/724mW VIN_SYS_5V0 3315mW/3358mW
09-29-2025 14:38:28 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [33%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 1%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.468C soc2@40.406C soc0@40.906C gpu@39.625C tj@43.468C soc1@40.25C VDD_GPU_SOC 2399mW/2587mW VDD_CPU_CV 399mW/705mW VIN_SYS_5V0 3315mW/3355mW
09-29-2025 14:38:28 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [25%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 12%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.406C soc2@40.437C soc0@40.875C gpu@39.718C tj@43.593C soc1@40.281C VDD_GPU_SOC 2399mW/2576mW VDD_CPU_CV 399mW/688mW VIN_SYS_5V0 3315mW/3353mW
09-29-2025 14:38:28 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,16%@729,0%@729,off,off,off,off] EMC_FREQ 12%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.468C soc2@40.437C soc0@40.843C gpu@39.812C tj@43.468C soc1@40.25C VDD_GPU_SOC 2399mW/2567mW VDD_CPU_CV 399mW/673mW VIN_SYS_5V0 3315mW/3351mW
09-29-2025 14:38:28 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,50%@729,0%@729,40%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 1%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.812C soc2@40.437C soc0@41.062C gpu@39.906C tj@43.812C soc1@40.312C VDD_GPU_SOC 2399mW/2559mW VDD_CPU_CV 399mW/659mW VIN_SYS_5V0 3315mW/3349mW
09-29-2025 14:38:28 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,14%@729,14%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 11%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.437C soc2@40.468C soc0@41.093C gpu@40.031C tj@43.437C soc1@40.312C VDD_GPU_SOC 2399mW/2551mW VDD_CPU_CV 399mW/647mW VIN_SYS_5V0 3321mW/3348mW
09-29-2025 14:38:28 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,14%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 11%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.375C soc2@40.406C soc0@40.906C gpu@39.625C tj@43.468C soc1@40.343C VDD_GPU_SOC 2399mW/2544mW VDD_CPU_CV 399mW/635mW VIN_SYS_5V0 3315mW/3346mW
09-29-2025 14:38:28 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 10%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.437C soc2@40.468C soc0@40.906C gpu@39.812C tj@43.437C soc1@40.468C VDD_GPU_SOC 2399mW/2538mW VDD_CPU_CV 399mW/625mW VIN_SYS_5V0 3215mW/3341mW
09-29-2025 14:38:28 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,14%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 10%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.5C soc2@40.406C soc0@40.968C gpu@39.906C tj@43.5C soc1@40.25C VDD_GPU_SOC 2399mW/2532mW VDD_CPU_CV 399mW/616mW VIN_SYS_5V0 3215mW/3335mW
09-29-2025 14:38:28 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,14%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 9%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.687C soc2@40.406C soc0@41.031C gpu@39.625C tj@43.687C soc1@40.312C VDD_GPU_SOC 2399mW/2527mW VDD_CPU_CV 399mW/607mW VIN_SYS_5V0 3215mW/3331mW
09-29-2025 14:38:28 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,16%@729,14%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 9%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.406C soc2@40.343C soc0@41.093C gpu@40.031C tj@43.406C soc1@40.312C VDD_GPU_SOC 2399mW/2522mW VDD_CPU_CV 399mW/599mW VIN_SYS_5V0 3215mW/3326mW
09-29-2025 14:38:28 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [14%@1728,14%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 8%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.437C soc2@40.406C soc0@40.906C gpu@39.625C tj@43.437C soc1@40.312C VDD_GPU_SOC 2399mW/2517mW VDD_CPU_CV 399mW/592mW VIN_SYS_5V0 3215mW/3322mW
09-29-2025 14:38:28 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 8%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.375C soc2@40.375C soc0@40.906C gpu@39.656C tj@43.5C soc1@40.312C VDD_GPU_SOC 2399mW/2513mW VDD_CPU_CV 399mW/585mW VIN_SYS_5V0 3215mW/3318mW
09-29-2025 14:38:28 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [16%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 8%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.406C soc2@40.406C soc0@40.968C gpu@39.937C tj@43.406C soc1@40.312C VDD_GPU_SOC 2399mW/2509mW VDD_CPU_CV 399mW/578mW VIN_SYS_5V0 3215mW/3315mW
09-29-2025 14:38:28 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,14%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 7%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.5C soc2@40.375C soc0@40.968C gpu@39.968C tj@43.5C soc1@40.312C VDD_GPU_SOC 2399mW/2505mW VDD_CPU_CV 399mW/572mW VIN_SYS_5V0 3215mW/3311mW
09-29-2025 14:38:28 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [14%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 7%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.343C soc2@40.437C soc0@41.031C gpu@39.781C tj@43.343C soc1@40.312C VDD_GPU_SOC 2399mW/2502mW VDD_CPU_CV 399mW/567mW VIN_SYS_5V0 3215mW/3308mW
09-29-2025 14:38:28 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,20%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 7%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.375C soc2@40.375C soc0@40.843C gpu@39.843C tj@43.375C soc1@40.343C VDD_GPU_SOC 2399mW/2499mW VDD_CPU_CV 399mW/562mW VIN_SYS_5V0 3215mW/3305mW
09-29-2025 14:38:29 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [50%@729,25%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.5C soc2@40.375C soc0@40.937C gpu@40.031C tj@43.5C soc1@40.281C VDD_GPU_SOC 2399mW/2496mW VDD_CPU_CV 399mW/557mW VIN_SYS_5V0 3215mW/3303mW
09-29-2025 14:38:29 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,16%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 6%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.531C soc2@40.406C soc0@40.968C gpu@39.718C tj@43.531C soc1@40.25C VDD_GPU_SOC 2399mW/2493mW VDD_CPU_CV 399mW/552mW VIN_SYS_5V0 3215mW/3300mW
09-29-2025 14:38:29 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.656C soc2@40.437C soc0@41C gpu@40.031C tj@43.656C soc1@40.312C VDD_GPU_SOC 2399mW/2490mW VDD_CPU_CV 399mW/548mW VIN_SYS_5V0 3215mW/3298mW
09-29-2025 14:38:29 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,14%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 6%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.375C soc2@40.437C soc0@41.093C gpu@39.718C tj@43.375C soc1@40.406C VDD_GPU_SOC 2399mW/2488mW VDD_CPU_CV 399mW/543mW VIN_SYS_5V0 3215mW/3295mW
09-29-2025 14:38:29 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 6%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.531C soc2@40.312C soc0@40.906C gpu@39.781C tj@43.531C soc1@40.437C VDD_GPU_SOC 2399mW/2485mW VDD_CPU_CV 399mW/540mW VIN_SYS_5V0 3215mW/3293mW
09-29-2025 14:38:29 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,20%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 5%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.343C soc2@40.312C soc0@40.937C gpu@39.625C tj@43.343C soc1@40.437C VDD_GPU_SOC 2399mW/2483mW VDD_CPU_CV 399mW/536mW VIN_SYS_5V0 3215mW/3291mW
09-29-2025 14:38:29 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.5C soc2@40.375C soc0@40.906C gpu@39.625C tj@43.5C soc1@40.281C VDD_GPU_SOC 2399mW/2481mW VDD_CPU_CV 399mW/532mW VIN_SYS_5V0 3215mW/3289mW
09-29-2025 14:38:29 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [14%@1728,0%@729,14%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 5%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.718C soc2@40.375C soc0@41.062C gpu@39.781C tj@43.718C soc1@40.312C VDD_GPU_SOC 2399mW/2479mW VDD_CPU_CV 399mW/529mW VIN_SYS_5V0 3215mW/3287mW
09-29-2025 14:38:29 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,14%@729,0%@729,off,off,off,off] EMC_FREQ 5%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.406C soc2@40.312C soc0@41.031C gpu@39.937C tj@43.406C soc1@40.312C VDD_GPU_SOC 2399mW/2477mW VDD_CPU_CV 399mW/526mW VIN_SYS_5V0 3215mW/3285mW
09-29-2025 14:38:29 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,25%@729,25%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.437C soc2@40.375C soc0@40.843C gpu@39.625C tj@43.437C soc1@40.437C VDD_GPU_SOC 2399mW/2475mW VDD_CPU_CV 399mW/523mW VIN_SYS_5V0 3215mW/3284mW
09-29-2025 14:38:29 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,16%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 4%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.437C soc2@40.437C soc0@40.906C gpu@39.906C tj@43.437C soc1@40.281C VDD_GPU_SOC 2399mW/2473mW VDD_CPU_CV 399mW/520mW VIN_SYS_5V0 3215mW/3282mW
09-29-2025 14:38:29 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,14%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 4%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.531C soc2@40.343C soc0@40.937C gpu@40.031C tj@43.531C soc1@40.312C VDD_GPU_SOC 2399mW/2472mW VDD_CPU_CV 399mW/517mW VIN_SYS_5V0 3215mW/3281mW
