09-29-2025 14:32:50 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [50%@729,0%@729,0%@729,0%@729,0%@1303,0%@1113,0%@1113,0%@1113,off,off,off,off] EMC_FREQ 2%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.093C soc2@39.937C soc0@40.593C gpu@39.531C tj@43.093C soc1@39.812C VDD_GPU_SOC 2798mW/2798mW VDD_CPU_CV 1199mW/1199mW VIN_SYS_5V0 3421mW/3421mW
09-29-2025 14:32:51 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [14%@1728,0%@729,12%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 16%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43C soc2@39.843C soc0@40.406C gpu@39.093C tj@43C soc1@39.718C VDD_GPU_SOC 2399mW/2765mW VDD_CPU_CV 799mW/866mW VIN_SYS_5V0 3321mW/3371mW
09-29-2025 14:32:51 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,14%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 15%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.156C soc2@39.968C soc0@40.437C gpu@39.281C tj@43.156C soc1@39.75C VDD_GPU_SOC 2399mW/2737mW VDD_CPU_CV 799mW/861mW VIN_SYS_5V0 3321mW/3367mW
09-29-2025 14:32:51 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,14%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 15%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@42.812C soc2@39.906C soc0@40.531C gpu@39.468C tj@42.812C soc1@39.812C VDD_GPU_SOC 2399mW/2713mW VDD_CPU_CV 399mW/828mW VIN_SYS_5V0 3315mW/3363mW
09-29-2025 14:32:51 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 14%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@42.937C soc2@39.812C soc0@40.343C gpu@39.5C tj@42.937C soc1@39.812C VDD_GPU_SOC 2399mW/2692mW VDD_CPU_CV 399mW/799mW VIN_SYS_5V0 3315mW/3360mW
09-29-2025 14:32:51 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,16%@729,0%@729,0%@729,0%@729,0%@729,0%@729,14%@729,off,off,off,off] EMC_FREQ 13%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@42.875C soc2@39.875C soc0@40.375C gpu@39.093C tj@42.875C soc1@39.843C VDD_GPU_SOC 2399mW/2673mW VDD_CPU_CV 399mW/774mW VIN_SYS_5V0 3315mW/3357mW
09-29-2025 14:32:51 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [25%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 1%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@42.968C soc2@39.875C soc0@40.406C gpu@39.156C tj@42.968C soc1@39.812C VDD_GPU_SOC 2399mW/2657mW VDD_CPU_CV 399mW/752mW VIN_SYS_5V0 3321mW/3355mW
09-29-2025 14:32:51 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,14%@729,0%@729,off,off,off,off] EMC_FREQ 12%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.156C soc2@39.843C soc0@40.437C gpu@39.562C tj@43.156C soc1@39.75C VDD_GPU_SOC 2399mW/2643mW VDD_CPU_CV 399mW/732mW VIN_SYS_5V0 3315mW/3353mW
09-29-2025 14:32:51 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 12%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@42.906C soc2@39.75C soc0@40.5C gpu@39.093C tj@42.906C soc1@39.781C VDD_GPU_SOC 2399mW/2630mW VDD_CPU_CV 399mW/715mW VIN_SYS_5V0 3215mW/3346mW
09-29-2025 14:32:51 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,14%@729,0%@729,14%@729,0%@729,off,off,off,off] EMC_FREQ 11%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@42.968C soc2@39.781C soc0@40.562C gpu@39.187C tj@42.968C soc1@39.843C VDD_GPU_SOC 2399mW/2618mW VDD_CPU_CV 399mW/699mW VIN_SYS_5V0 3215mW/3339mW
09-29-2025 14:32:52 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 11%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@42.937C soc2@39.812C soc0@40.375C gpu@39.437C tj@42.937C soc1@39.843C VDD_GPU_SOC 2399mW/2608mW VDD_CPU_CV 399mW/685mW VIN_SYS_5V0 3215mW/3333mW
09-29-2025 14:32:52 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 10%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@42.968C soc2@39.875C soc0@40.343C gpu@39.531C tj@42.968C soc1@39.75C VDD_GPU_SOC 2399mW/2598mW VDD_CPU_CV 399mW/672mW VIN_SYS_5V0 3215mW/3328mW
09-29-2025 14:32:52 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 10%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.125C soc2@39.812C soc0@40.406C gpu@39.093C tj@43.125C soc1@39.75C VDD_GPU_SOC 2399mW/2590mW VDD_CPU_CV 399mW/660mW VIN_SYS_5V0 3215mW/3323mW
09-29-2025 14:32:52 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,16%@729,0%@729,off,off,off,off] EMC_FREQ 9%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@42.843C soc2@39.843C soc0@40.406C gpu@39.218C tj@42.843C soc1@39.781C VDD_GPU_SOC 2399mW/2582mW VDD_CPU_CV 399mW/649mW VIN_SYS_5V0 3215mW/3319mW
09-29-2025 14:32:52 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 9%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.125C soc2@39.937C soc0@40.5C gpu@39.406C tj@43.125C soc1@39.812C VDD_GPU_SOC 2399mW/2575mW VDD_CPU_CV 399mW/639mW VIN_SYS_5V0 3215mW/3314mW
09-29-2025 14:32:52 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [20%@729,0%@729,0%@729,25%@729,0%@729,25%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@42.906C soc2@39.812C soc0@40.312C gpu@39.156C tj@42.906C soc1@39.875C VDD_GPU_SOC 2399mW/2568mW VDD_CPU_CV 399mW/630mW VIN_SYS_5V0 3215mW/3311mW
09-29-2025 14:32:52 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [16%@1728,0%@729,0%@729,0%@729,0%@729,14%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 8%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43C soc2@39.906C soc0@40.375C gpu@39.156C tj@43C soc1@39.75C VDD_GPU_SOC 2399mW/2562mW VDD_CPU_CV 399mW/621mW VIN_SYS_5V0 3220mW/3307mW
09-29-2025 14:32:52 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.125C soc2@39.875C soc0@40.406C gpu@39.187C tj@43.125C soc1@39.718C VDD_GPU_SOC 2399mW/2556mW VDD_CPU_CV 399mW/613mW VIN_SYS_5V0 3220mW/3304mW
09-29-2025 14:32:52 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,14%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 8%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@42.843C soc2@39.812C soc0@40.343C gpu@39.25C tj@42.843C soc1@39.781C VDD_GPU_SOC 2399mW/2550mW VDD_CPU_CV 399mW/606mW VIN_SYS_5V0 3215mW/3301mW
09-29-2025 14:32:52 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [14%@1728,0%@729,14%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 7%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.25C soc2@39.718C soc0@40.593C gpu@39.281C tj@42.906C soc1@39.812C VDD_GPU_SOC 2399mW/2545mW VDD_CPU_CV 399mW/599mW VIN_SYS_5V0 3215mW/3298mW
09-29-2025 14:32:52 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [25%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@42.906C soc2@39.843C soc0@40.343C gpu@39.125C tj@42.906C soc1@39.875C VDD_GPU_SOC 2399mW/2541mW VDD_CPU_CV 399mW/593mW VIN_SYS_5V0 3215mW/3295mW
09-29-2025 14:32:52 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,14%@729,0%@729,0%@729,0%@729,14%@729,16%@729,0%@729,off,off,off,off] EMC_FREQ 7%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@42.937C soc2@39.843C soc0@40.375C gpu@39.156C tj@42.937C soc1@39.687C VDD_GPU_SOC 2399mW/2536mW VDD_CPU_CV 399mW/587mW VIN_SYS_5V0 3215mW/3293mW
09-29-2025 14:32:52 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,14%@729,0%@729,off,off,off,off] EMC_FREQ 7%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@42.937C soc2@39.75C soc0@40.375C gpu@39.25C tj@42.937C soc1@39.75C VDD_GPU_SOC 2399mW/2532mW VDD_CPU_CV 399mW/581mW VIN_SYS_5V0 3215mW/3291mW
09-29-2025 14:32:52 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,25%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.093C soc2@39.906C soc0@40.375C gpu@39.093C tj@43.093C soc1@39.812C VDD_GPU_SOC 2399mW/2528mW VDD_CPU_CV 399mW/575mW VIN_SYS_5V0 3215mW/3288mW
09-29-2025 14:32:52 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 6%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@42.843C soc2@39.906C soc0@40.468C gpu@39.125C tj@42.843C soc1@39.781C VDD_GPU_SOC 2399mW/2524mW VDD_CPU_CV 399mW/570mW VIN_SYS_5V0 3215mW/3286mW
09-29-2025 14:32:52 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 6%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.093C soc2@39.906C soc0@40.468C gpu@39.187C tj@42.843C soc1@39.812C VDD_GPU_SOC 2399mW/2521mW VDD_CPU_CV 399mW/566mW VIN_SYS_5V0 3215mW/3284mW
09-29-2025 14:32:52 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,33%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@42.875C soc2@39.875C soc0@40.343C gpu@39.25C tj@42.875C soc1@39.843C VDD_GPU_SOC 2399mW/2518mW VDD_CPU_CV 399mW/561mW VIN_SYS_5V0 3215mW/3282mW
09-29-2025 14:32:52 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 5%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@42.937C soc2@39.812C soc0@40.343C gpu@39.281C tj@42.937C soc1@39.843C VDD_GPU_SOC 2399mW/2515mW VDD_CPU_CV 399mW/557mW VIN_SYS_5V0 3215mW/3281mW
09-29-2025 14:32:52 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,25%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.156C soc2@39.937C soc0@40.406C gpu@39.187C tj@43.156C soc1@39.781C VDD_GPU_SOC 2399mW/2512mW VDD_CPU_CV 399mW/553mW VIN_SYS_5V0 3215mW/3279mW
09-29-2025 14:32:53 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,16%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 5%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@42.75C soc2@39.937C soc0@40.468C gpu@39.093C tj@42.75C soc1@39.781C VDD_GPU_SOC 2399mW/2509mW VDD_CPU_CV 399mW/549mW VIN_SYS_5V0 3215mW/3277mW
09-29-2025 14:32:53 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,14%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 5%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.187C soc2@39.75C soc0@40.593C gpu@39.218C tj@43.187C soc1@39.75C VDD_GPU_SOC 2399mW/2506mW VDD_CPU_CV 399mW/545mW VIN_SYS_5V0 3215mW/3276mW
09-29-2025 14:32:53 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,25%@729,0%@729,0%@729,25%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@42.843C soc2@39.75C soc0@40.375C gpu@39.5C tj@42.843C soc1@39.937C VDD_GPU_SOC 2399mW/2504mW VDD_CPU_CV 399mW/542mW VIN_SYS_5V0 3220mW/3275mW
09-29-2025 14:32:53 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,14%@729,0%@729,0%@729,0%@729,14%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 4%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@42.968C soc2@39.75C soc0@40.5C gpu@39.281C tj@42.968C soc1@39.687C VDD_GPU_SOC 2399mW/2501mW VDD_CPU_CV 399mW/539mW VIN_SYS_5V0 3215mW/3273mW
